"","plot_id","ID","AGB","DataFile","FileTitle","Total.return.count","Total.return.count.above.2.00","Return.1.count.above.2.00","Return.2.count.above.2.00","Return.3.count.above.2.00","Return.4.count.above.2.00","Return.5.count.above.2.00","Return.6.count.above.2.00","Return.7.count.above.2.00","Return.8.count.above.2.00","Return.9.count.above.2.00","Other.return.count.above.2.00","Elev.minimum","Elev.maximum","Elev.mean","Elev.mode","Elev.stddev","Elev.variance","Elev.CV","Elev.IQ","Elev.skewness","Elev.kurtosis","Elev.AAD","Elev.MAD.median","Elev.MAD.mode","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.skewness","Elev.L.kurtosis","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Canopy.relief.ratio","Elev.SQRT.mean.SQ","Elev.CURT.mean.CUBE","Int.minimum","Int.maximum","Int.mean","Int.mode","Int.stddev","Int.variance","Int.CV","Int.IQ","Int.skewness","Int.kurtosis","Int.AAD","Int.L1","Int.L2","Int.L3","Int.L4","Int.L.CV","Int.L.skewness","Int.L.kurtosis","Int.P01","Int.P05","Int.P10","Int.P20","Int.P25","Int.P30","Int.P40","Int.P50","Int.P60","Int.P70","Int.P75","Int.P80","Int.P90","Int.P95","Int.P99","Percentage.first.returns.above.2.00","Percentage.all.returns.above.2.00","X.All.returns.above.2.00.....Total.first.returns....100","First.returns.above.2.00","All.returns.above.2.00","Percentage.first.returns.above.mean","Percentage.first.returns.above.mode","Percentage.all.returns.above.mean","Percentage.all.returns.above.mode","X.All.returns.above.mean.....Total.first.returns....100","X.All.returns.above.mode.....Total.first.returns....100","First.returns.above.mean","First.returns.above.mode","All.returns.above.mean","All.returns.above.mode","Total.first.returns","Total.all.returns"
"49",52,"T13_P4",167.3690081,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_52.laz","WebModelingApp_plot_52",194041,187358,115489,71869,0,0,0,0,0,0,0,0,2.01,54.07,24.850385,25.974127,9.346079,87.349194,0.376094,8.839998,0.121783,3.785542,6.81348,4.41,4.494127,24.850385,5.091906,-0.040629,1.101077,0.204902,-0.007979,0.216241,3.21,7.35,11.72,18.58,20.370001,21.83,23.559999,25.219999,26.65,28.190001,29.209999,30.91,35.970001,41.889999,52.279999,0.438732,26.549772,28.002336,1,43,11.097466,1,7.591539,57.631459,0.684079,13,0.516932,2.341107,6.448381,11.097466,4.302011,0.567831,0.126577,0.387657,0.131992,0.029423,1,1,2,4,4,5,7,10,13,15,17,18,22,25,29,98.757504,96.555883,160.214465,115489,187358,60.86265,53.321305,50.35276,43.200148,83.549965,71.681688,71174,62355,97705,83826,116942,194041
"50",53,"T14_P1",218.187044799999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_53.laz","WebModelingApp_plot_53",148829,128217,84459,43758,0,0,0,0,0,0,0,0,2.01,40.139999,22.768662,2.01,10.596581,112.287525,0.465402,15.52,-0.607364,2.195058,8.815544,7.070002,23.16,22.768662,5.945069,-0.991326,0.248634,0.261108,-0.166748,0.041822,2.17,2.84,4.17,11.18,15.96,18.799999,22.4,25.17,27.83,30.34,31.48,32.619999,34.400002,35.950001,38.41,0.544418,25.113714,26.566797,1,50,12.640999,1,8.814537,77.696069,0.697298,14,0.573749,2.494672,7.425831,12.640999,4.978909,0.700263,0.196405,0.39387,0.140646,0.039447,1,1,2,4,5,6,8,11,14,17,19,21,25,29,35,89.830887,86.150549,136.372049,84459,128217,57.083599,89.789407,50.562054,86.105531,80.037226,136.300787,53670,84420,75251,128150,94020,148829
"51",54,"T14_P2",209.594676399999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_54.laz","WebModelingApp_plot_54",118514,103520,66622,36898,0,0,0,0,0,0,0,0,2.01,41.279999,22.025701,27.566666,9.558849,91.371591,0.433986,12.849998,-0.466244,2.380209,7.855213,6.230001,6.376665,22.025701,5.408265,-0.63238,0.436617,0.245543,-0.116928,0.080731,2.24,3.38,6.42,13.39,16.360001,18.030001,20.74,23.459999,26.209999,28.18,29.209999,30.25,33.200001,36.07,38.529999,0.509694,24.01046,25.363044,1,42,11.514954,1,8.211033,67.421061,0.713076,13,0.645144,2.577808,6.889829,11.514954,4.6153,0.740427,0.207548,0.400809,0.160429,0.04497,1,1,2,4,4,5,7,10,13,16,17,19,23,27,32,91.550205,87.34833,142.25447,66622,103520,58.089074,38.890492,48.00783,29.270803,78.184991,47.670088,42272,28301,56896,34690,72771,118514
"52",55,"T14_P3",258.307175099999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_55.laz","WebModelingApp_plot_55",156908,149989,89454,60535,0,0,0,0,0,0,0,0,2.01,50.490002,25.483898,31.251906,10.898047,118.767431,0.427644,14.629999,-0.168054,2.488321,8.848873,6.959999,7.571906,25.483898,6.184048,-0.321466,0.653091,0.242665,-0.051983,0.105609,2.72,5.78,9.71,15.14,17.76,20.17,23.780001,27.07,29.32,31.42,32.389999,34.099998,39,43.09,48.540001,0.484198,27.716343,29.400065,1,56,12.524478,1,9.441921,89.149875,0.753877,15,0.768461,2.885494,7.886297,12.524478,5.257411,0.97466,0.262987,0.419771,0.185388,0.050022,1,1,2,4,4,5,8,10,14,17,19,21,26,30,38,98.144714,95.59041,164.560865,89454,149989,63.149926,39.134346,52.595789,29.47842,90.544736,50.74771,57558,35669,82527,46254,91145,156908
"53",56,"T14_P4",272.738143499999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_56.laz","WebModelingApp_plot_56",189297,175627,110274,65353,0,0,0,0,0,0,0,0,2.01,45.439999,21.81315,24.069682,9.487667,90.015829,0.434952,13.059999,-0.313654,2.478494,7.675479,6.309999,6.069682,21.81315,5.371452,-0.452174,0.532349,0.246248,-0.084181,0.099107,2.39,3.95,6.516,13.42,15.67,17.52,20.809999,23.120001,25.030001,27.58,28.73,29.870001,32.939999,36.220001,40.827401,0.455979,23.787157,25.199291,1,59,13.51807,1,9.807694,96.190868,0.725525,16,0.599289,2.522678,8.299929,13.51807,5.528792,0.825964,0.176975,0.408993,0.149393,0.03201,1,1,2,4,5,6,9,12,15,19,21,23,28,31,38,96.675609,92.778544,153.969632,110274,175627,63.887574,52.936019,51.963317,42.078321,86.235162,69.830624,72874,60382,98365,79653,114066,189297
"54",57,"T15_P1",316.1416376,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_57.laz","WebModelingApp_plot_57",113152,103222,64237,38985,0,0,0,0,0,0,0,0,2.01,41.889999,23.818609,24.165555,8.24206,67.931556,0.346034,11.08,-0.520604,2.759808,6.614422,5.529999,5.555554,23.818609,4.644629,-0.505659,0.486495,0.195,-0.10887,0.104743,2.81,7.64,12.18,16.98,18.889999,20.34,22.690001,24.639999,26.6,28.84,29.969999,31.450001,33.939999,35.32,38.139999,0.546856,25.204306,26.243995,1,167,17.572979,1,17.461753,304.912835,0.993671,20,2.957848,16.556635,11.789191,17.572979,8.155527,2.352511,1.423019,0.464095,0.288456,0.174485,1,1,2,4,5,7,10,14,18,23,25,27,33,39,101,94.466176,91.224194,151.797059,64237,103222,62.179412,60.479412,49.969952,48.264282,83.15,80.311765,42282,41126,56542,54612,68000,113152
"55",58,"T15_P2",227.203782999999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_58.laz","WebModelingApp_plot_58",171112,151823,91483,60340,0,0,0,0,0,0,0,0,2.01,41.369999,23.830366,23.876666,10.025241,100.505455,0.420692,13.82,-0.338891,2.302008,8.156077,6.960001,7.053334,23.830366,5.713737,-0.449002,0.439805,0.239767,-0.078583,0.076973,2.47,5.31,8.37,14.91,17.83,19.49,22.219999,24.42,27,29.889999,31.65,33.330002,37.130001,38.919998,40.139999,0.554379,25.853262,27.313518,1,193,15.840307,1,15.426014,237.961898,0.973846,18,3.170661,20.184996,10.498503,15.840307,7.224133,1.982104,1.14441,0.45606,0.274373,0.158415,1,1,2,4,5,6,9,13,17,21,23,25,30,35,89,91.667251,88.727266,152.128779,91483,151823,57.207988,57.05468,46.824302,46.675277,80.28337,80.027856,57093,56940,80122,79867,99799,171112
"56",59,"T15_P3",186.901559899999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_59.laz","WebModelingApp_plot_59",172353,161573,98551,63022,0,0,0,0,0,0,0,0,2.01,41.360001,18.35722,25.744921,8.97343,80.522444,0.488823,14.809999,0.125972,2.175528,7.543603,7.39,8.46492,18.35722,5.1517,0.111672,0.237685,0.280636,0.021677,0.046137,2.51,4.44,6.242,9.22,10.85,12.53,15.7,18.34,20.91,24.08,25.66,26.799999,29.92,32.619999,39.060001,0.415431,20.433048,22.043745,1,174,17.18966,1,16.047122,257.510126,0.933533,19,2.904817,17.581035,11.107734,17.18966,7.65162,1.911992,1.139273,0.445129,0.249881,0.148893,1,1,2,4,6,7,10,15,19,23,25,27,32,37,93,97.095538,93.745395,159.18679,98551,161573,58.593681,30.554981,46.810906,23.106067,79.488468,39.235855,59472,31013,80680,39824,101499,172353
"57",60,"T15_P4",280.3545432,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_60.laz","WebModelingApp_plot_60",100469,93517,56400,37117,0,0,0,0,0,0,0,0,2.01,43.209999,22.421628,28.16873,8.911405,79.413141,0.397447,12.27,-0.244679,2.495328,7.228873,6.01,6.738729,22.421628,5.068346,-0.291965,0.510339,0.226047,-0.057606,0.100691,2.8,5.79,9.48,14.75,16.5,18.02,20.75,23.16,25.299999,27.68,28.77,30.040001,33.73,36.299999,40.130001,0.495428,24.127612,25.427579,1,167,16.32933,1,13.867404,192.304881,0.849233,20,1.961483,11.134372,10.606151,16.32933,7.148249,1.526886,0.659494,0.437755,0.213603,0.09226,1,1,2,4,5,7,10,14,18,23,25,27,32,36,70,96.512543,93.080453,160.027722,56400,93517,61.389849,35.191143,49.741711,25.974181,85.517985,44.655875,35875,20565,49975,26096,58438,100469
"58",61,"T16_P1",108.513740999999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_61.laz","WebModelingApp_plot_61",80879,77937,53653,24284,0,0,0,0,0,0,0,0,2.01,36.799999,15.501399,15.815555,6.466129,41.81082,0.417132,7.620001,0.501131,3.345302,4.946335,3.81,3.874445,15.501399,3.590884,0.283218,0.581385,0.231649,0.078872,0.161906,2.67,5.37,7.45,10.15,11.23,12.18,13.91,15.2,16.43,17.860001,18.85,20.01,24.02,27.99,33.150002,0.387795,16.795941,17.971883,1,58,18.645624,1,11.924362,142.190406,0.639526,21,0.152295,1.898791,10.337911,18.645624,6.856976,0.272807,-0.002366,0.367753,0.039785,-0.000345,1,1,3,6,7,10,14,19,23,27,28,30,35,38,43,99.04194,96.362467,143.869527,53653,77937,55.499151,52.811415,45.967433,43.613299,68.62955,65.114819,30065,28609,37178,35274,54172,80879
"59",62,"T16_P2",207.399432499999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_62.laz","WebModelingApp_plot_62",95571,93242,61027,32215,0,0,0,0,0,0,0,0,2.01,41.029999,19.300194,14.397301,9.188184,84.422731,0.476067,12.150001,0.507113,2.395649,7.475621,5.31,5.322698,19.300194,5.159675,0.685064,0.483721,0.267338,0.132773,0.09375,3,5.9,8.71,11.81,12.94,13.88,15.44,17.190001,19.52,22.360001,25.09,28.68,34.200001,36.200001,38.98,0.443111,21.375671,23.189793,1,61,17.673752,1,11.782143,138.818884,0.666646,20,0.249488,1.947667,10.235126,17.673752,6.756716,0.457224,-0.018329,0.382302,0.06767,-0.002713,1,1,3,5,7,8,13,17,21,25,27,29,34,37,43,99.566019,97.563068,152.125039,61027,93242,45.134028,74.856835,39.851001,65.316885,62.137601,101.845235,27664,45882,38086,62424,61293,95571
"60",63,"T16_P3",325.287558499999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_63.laz","WebModelingApp_plot_63",149992,146731,93053,53678,0,0,0,0,0,0,0,0,2.01,43.349998,23.947247,23.008094,9.360442,87.617867,0.390878,13.609999,-0.356046,2.320245,7.683983,6.809999,7.008094,23.947247,5.33786,-0.43788,0.365643,0.222901,-0.082033,0.0685,3.22,6.43,10.01,15.76,17.790001,19.469999,22.18,24.559999,26.9,29.83,31.4,33.470001,36.189999,37.400002,38.669998,0.530654,25.71163,27.024027,1,61,16.893703,1,12.469728,155.494112,0.738129,20,0.519997,2.255628,10.64111,16.893703,7.064527,0.992691,0.127596,0.418175,0.140518,0.018062,1,1,2,4,6,7,11,15,19,24,26,29,35,39,46,99.485748,97.825884,156.874506,93053,146731,60.986379,65.417923,51.285402,55.410289,82.241752,88.856459,57043,61188,76924,83111,93534,149992
"61",64,"T16_P4",412.9840512,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_64.laz","WebModelingApp_plot_64",201556,197838,115095,82743,0,0,0,0,0,0,0,0,2.01,57.5,28.426847,24.029841,13.149041,172.897291,0.462557,16.9,0.442694,2.514559,10.614736,7.870001,7.689841,28.426847,7.394018,0.836924,0.818091,0.260107,0.113189,0.110642,3.42,8.34,12.72,18.26,19.6,20.9,23.52,25.690001,28.620001,34.099998,36.5,40.330002,49,54.23,56.18,0.476065,31.320633,33.831466,1,62,16.244043,1,12.17051,148.121314,0.749229,21,0.490457,2.126615,10.549832,16.244043,6.896152,0.971826,-0.002128,0.424534,0.140923,-0.000309,1,1,2,4,5,6,10,14,19,24,26,28,34,38,44,99.533013,98.155351,171.088338,115095,197838,46.377827,64.801314,39.839052,56.445355,69.440913,98.386302,53629,74933,80298,113769,115635,201556
"62",65,"T17_P1",220.4699219,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_65.laz","WebModelingApp_plot_65",143203,138740,91394,47346,0,0,0,0,0,0,0,0,2.01,36.189999,19.725113,20.998888,7.187498,51.660122,0.364383,9.429999,-0.323291,2.672884,5.716136,4.679999,4.628887,19.725113,4.061575,-0.288206,0.49395,0.205909,-0.070959,0.121615,3.03,6,9.32,13.76,15.13,16.51,18.809999,20.4,21.969999,23.540001,24.559999,25.780001,28.889999,30.809999,34.02,0.518289,20.993804,21.97489,1,53,17.281469,1,11.679045,136.400085,0.675813,21,0.297394,1.971178,10.133987,17.281469,6.688622,0.549,-0.005187,0.38704,0.08208,-0.000775,1,1,3,5,6,8,12,16,21,25,27,29,34,37,42,99.137641,96.883445,150.495178,91394,138740,65.300632,56.553385,52.739817,44.7337,81.924091,69.487683,60200,52136,75525,64060,92189,143203
"63",66,"T17_P2",242.795037199999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_66.laz","WebModelingApp_plot_66",142084,137779,96410,41369,0,0,0,0,0,0,0,0,2.01,39.73,21.214181,29.551587,9.986113,99.722461,0.470728,18.115,-0.141974,1.781603,8.724008,9.009998,8.191586,21.214181,5.743658,-0.244566,-0.064313,0.270746,-0.04258,-0.011197,2.56,4.42,7.63,11.22,12.34,13.76,17.959999,21.700001,25.73,29.58,30.455,31.41,33.810001,35.25,37.810001,0.509125,23.44703,25.067767,1,65,19.724711,1,12.431382,154.539256,0.630244,22,0.115362,1.887725,10.775426,19.724711,7.15137,0.207729,0.000801,0.362559,0.029047,0.000112,1,2,3,6,8,10,15,20,24,28,30,32,36,39.099998,45,99.201531,96.970102,141.768362,96410,137779,58.344823,36.616385,49.949326,29.199628,73.024921,42.689276,56703,35586,70970,41488,97186,142084
"64",67,"T17_P3",68.01027711,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_67.laz","WebModelingApp_plot_67",206754,201986,130096,71890,0,0,0,0,0,0,0,0,2.01,43.43,17.649869,14.501746,8.535958,72.86258,0.483627,10.23,0.626461,2.755535,6.761969,5.02,4.928254,17.649869,4.765028,0.676298,0.574069,0.269975,0.141929,0.120475,3.12,5.59,7.4,10.57,11.65,12.73,14.57,16.17,17.92,20.59,21.879999,24.27,31.450001,34.150002,38.299999,0.377592,19.605614,21.360294,1,67,17.289332,1,12.496428,156.160716,0.722783,21,0.514632,2.324242,10.651629,17.289332,7.082474,0.942684,0.149809,0.409644,0.133101,0.021152,1,1,2,5,6,8,11,15,20,24,27,29,35,39,47,99.624005,97.693878,154.675427,130096,201986,49.606776,71.071393,40.500788,59.003453,64.123535,93.418181,64780,92810,83737,121992,130587,206754
"65",68,"T17_P4",150.8221718,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_68.laz","WebModelingApp_plot_68",159391,151669,97383,54286,0,0,0,0,0,0,0,0,2.01,40.599998,19.114741,33.862062,10.115153,102.31631,0.529181,18.360001,-0.050279,1.67912,8.96623,9.02,13.682062,19.114741,5.825173,-0.087132,-0.154785,0.304748,-0.014958,-0.026572,2.49,3.94,5.31,7.946,9.41,11.12,15.502,20.18,23.709999,26.52,27.77,29.164,32.77,34,36.253199,0.443243,21.626118,23.391642,1,159,20.658407,1,16.333124,266.77093,0.790628,24,1.714698,9.863401,12.637437,20.658407,8.569377,1.399905,0.700508,0.414813,0.163361,0.081746,1,1,3,5,7,9,14,19,24,29,31,33,39,44,83,98.188143,95.15531,152.922968,97383,151669,60.013107,8.025812,49.537301,5.402438,79.610809,8.682194,59521,7960,78958,8611,99180,159391
"66",69,"T18_P1",164.573506799999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_69.laz","WebModelingApp_plot_69",149294,128278,86293,41985,0,0,0,0,0,0,0,0,2.01,43.07,18.239003,17.651905,9.046443,81.838135,0.495994,12.3,0.342681,2.641311,7.186287,6.139999,6.101904,18.239003,5.120673,0.335825,0.579726,0.280754,0.065582,0.113213,2.31,3.91,6.17,10.02,11.72,13.62,15.69,17.82,19.709999,22.049999,24.02,25.879999,30.99,35.59,39.779999,0.395251,20.359241,22.103508,1,47,13.589174,1,9.32541,86.96327,0.686238,16,0.447409,2.191293,7.991238,13.589174,5.30581,0.627402,0.093729,0.390444,0.118248,0.017665,1,1,2,4,5,6,9,12,16,19,21,23,27,30,35,88.649298,85.923078,131.780732,86293,128278,48.464178,52.143987,40.560907,43.694991,62.208502,67.015266,47176,50758,60555,65234,97342,149294
"67",70,"T18_P2",139.7951384,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_70.laz","WebModelingApp_plot_70",112610,106187,70570,35617,0,0,0,0,0,0,0,0,2.01,43.779999,18.084983,21.23746,7.335868,53.814955,0.405633,9.360001,-0.092232,3.009949,5.810723,4.45,4.692541,18.084983,4.112828,-0.216859,0.543712,0.227417,-0.052727,0.132199,2.54,4.5,6.95,11.95,13.41,14.88,16.969999,18.91,20.559999,22.030001,22.77,23.620001,26.809999,29.16,36.349998,0.384845,19.516175,20.644254,1,46,14.426898,1,9.520621,90.642225,0.659922,16,0.326185,2.062397,8.203035,14.426898,5.446955,0.465847,0.057573,0.377556,0.085524,0.01057,1,1,2,5,6,7,10,14,17,20,22,24,28,31,35,97.576151,94.296244,146.823279,70570,106187,62.594195,43.82285,51.245893,33.425983,79.792044,52.045684,45270,31694,57708,37641,72323,112610
"68",71,"T18_P3",239.486721499999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_71.laz","WebModelingApp_plot_71",175356,163386,117261,46125,0,0,0,0,0,0,0,0,2.01,36.5,18.48303,23.360952,7.410053,54.908879,0.400911,10.070001,-0.347648,2.505276,6.008706,4.93,5.240952,18.48303,4.198924,-0.364029,0.413641,0.227177,-0.086696,0.098511,2.47,4.3,7.05,12.04,13.8,15.14,17.43,19.309999,21.18,23.07,23.870001,24.959999,27.17,29.48,33.32,0.477618,19.913085,20.966984,1,48,15.133947,1,9.4858,89.9804,0.62679,16,0.22431,2.029554,8.153936,15.133947,5.444006,0.298406,0.078077,0.359722,0.054814,0.014342,1,1,3,5,7,8,11,15,18,21,23,24,28,31,36,95.907251,93.173886,133.632683,117261,163386,60.324705,32.21936,50.842857,26.262574,72.920296,37.666544,73756,39393,89156,46053,122265,175356
"69",72,"T18_P4",249.004002299999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_72.laz","WebModelingApp_plot_72",202952,197841,126984,70857,0,0,0,0,0,0,0,0,2.01,38.580002,20.602608,21.746191,8.349146,69.708245,0.405247,12.24,-0.207338,2.292699,6.821862,6.16,6.103809,20.602608,4.772995,-0.213943,0.370914,0.231669,-0.044824,0.077711,2.87,5.51,8.29,13.36,15.33,16.559999,18.67,20.84,22.629999,25.690001,27.57,28.799999,31.690001,33.419998,35.790001,0.508411,22.230055,23.47285,1,49,12.97129,1,9.003772,81.067918,0.694131,15,0.486125,2.27923,7.681735,12.97129,5.111162,0.642626,0.1128,0.394037,0.12573,0.022069,1,1,2,4,5,6,9,12,15,18,20,22,26,29,34,99.260533,97.481671,154.647854,126984,197841,58.64848,52.579536,49.706335,44.140486,78.855624,70.025795,75029,67265,100880,89584,127930,202952
"70",73,"T19_P1",402.3173686,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_73.laz","WebModelingApp_plot_73",113377,110685,66316,44369,0,0,0,0,0,0,0,0,2.01,42.73,23.893094,23.339524,9.849844,97.019427,0.412246,14.199999,-0.344356,2.240102,8.095218,7.01,7.470476,23.893094,5.620026,-0.479457,0.377721,0.235216,-0.085312,0.06721,3.21,6.07,8.46,14.51,17.26,19.48,22.469999,24.74,27.540001,30.16,31.459999,33.299999,36.279999,38.130001,41.119999,0.537404,25.843732,27.263634,1,63,17.480607,1,12.521661,156.791999,0.716317,22,0.393099,2.052045,10.866318,17.480607,7.136922,0.786835,-0.014819,0.408277,0.110249,-0.002076,1,1,2,4,6,7,11,16,21,25,28,30,35,39,45,99.569088,97.625621,166.186208,66316,110685,62.740417,66.156179,52.113744,54.939714,88.71222,93.522814,41787,44062,59085,62289,66603,113377
"71",74,"T19_P2",225.421628499999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_74.laz","WebModelingApp_plot_74",167707,156784,95356,61428,0,0,0,0,0,0,0,0,2.01,40.209999,20.183829,22.019523,9.35025,87.42717,0.463255,14.950001,-0.167537,2.056292,7.904921,7.370001,7.340477,20.183829,5.373197,-0.251389,0.225776,0.266213,-0.046786,0.042019,2.42,4.0115,6.28,11.06,12.75,14.49,17.950001,21.16,23.610001,26.309999,27.700001,29.200001,32.150002,34.029999,37.66,0.475755,22.244405,23.739942,1,66,15.621071,1,11.748532,138.028012,0.752095,19,0.619426,2.50324,9.996642,15.621071,6.610012,1.054555,0.165035,0.423147,0.159539,0.024967,1,1,2,4,5,6,9,13,18,22,24,27,32,37,45,97.461161,93.486855,160.245298,95356,156784,61.538226,54.948896,49.937689,43.433488,85.597915,74.449101,60209,53762,83749,72841,97840,167707
"72",75,"T19_P3",185.5261805,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_75.laz","WebModelingApp_plot_75",240647,229483,148732,80751,0,0,0,0,0,0,0,0,2.01,40.77,20.010904,23.543334,9.570507,91.594599,0.478265,15.929999,-0.036481,1.960348,8.23763,7.93,7.753334,20.010904,5.51428,-0.071281,0.140064,0.275564,-0.012927,0.0254,2.55,4.4,6.63,10.52,12.13,13.58,16.75,20.42,23.76,26.309999,28.059999,29.58,32.169998,35.119999,38.43,0.46442,22.18176,23.799103,1,57,15.925167,1,11.339908,128.59351,0.712075,19,0.448287,2.195612,9.723401,15.925167,6.449379,0.767739,0.088085,0.40498,0.119041,0.013658,1,1,2,4,6,7,10,15,19,23,25,27,32,36,42,98.096532,95.36084,151.35604,148732,229483,58.958699,49.231622,48.628073,38.994461,77.182129,61.891728,89392,74644,117022,93839,151618,240647
"73",76,"T19_P4",200.980880899999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_76.laz","WebModelingApp_plot_76",246840,238535,145969,92566,0,0,0,0,0,0,0,0,2.01,47.349998,18.465663,21.441428,9.899697,98.004007,0.536114,14.71,0.415775,2.653215,8.131937,7.32,7.651428,18.465663,5.616845,0.427941,0.407621,0.304178,0.076189,0.072571,2.5434,4.14,5.63,8.47,10.12,12.08,15.28,18.120001,20.889999,23.48,24.83,26.620001,32.669998,34.810001,45.529999,0.362939,20.951953,22.975977,1,61,16.561972,1,12.101522,146.446836,0.730681,20,0.524386,2.285977,10.353895,16.561972,6.852633,0.957861,0.124219,0.413757,0.13978,0.018127,1,1,2,4,6,7,10,15,19,24,26,28,34,38,45,99.401422,96.635472,162.436669,145969,238535,57.690946,45.726874,47.221682,36.536218,79.375953,61.414524,84718,67149,116562,90186,146848,246840
"74",77,"T20_P1",199.1341107,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_77.laz","WebModelingApp_plot_77",111336,108171,72833,35338,0,0,0,0,0,0,0,0,2.01,39.380001,18.884083,17.43254,8.287404,68.681066,0.438857,11.91,0.037745,2.258149,6.788625,6.009998,5.99746,18.884083,4.746617,0.054071,0.376114,0.251355,0.011391,0.079238,2.77,4.85,7.33,11.45,13.24,14.58,16.540001,18.370001,20.629999,23.440001,25.15,26.84,30.530001,32.720001,35.130001,0.451541,20.622536,21.999036,1,65,20.211822,1,13.169893,173.44609,0.651594,23,0.160954,1.886326,11.456994,20.211822,7.568828,0.324343,-0.038223,0.374475,0.042852,-0.00505,1,1,3,6,8,10,15,20,25,29,31,33,38,41,47,99.253213,97.157254,147.410093,72833,108171,54.804377,64.02611,46.013868,53.810088,69.813712,81.642387,40216,46983,51230,59910,73381,111336
"75",78,"T20_P2",140.265449999999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_78.laz","WebModelingApp_plot_78",114107,109393,70370,39023,0,0,0,0,0,0,0,0,2.01,59.810001,18.501733,16.689365,10.769479,115.981686,0.582079,13.44,1.249607,5.531442,8.038372,6.68,6.579366,18.501733,5.726344,0.864746,0.92235,0.309503,0.151012,0.161071,2.46,4.01,5.8,9.45,10.95,12.31,14.92,17.51,19.959999,22.559999,24.389999,25.559999,29.129999,35.52,56.860001,0.285324,21.40782,24.290306,1,65,18.436682,1,12.893967,166.254385,0.699365,23,0.344081,2.017167,11.156614,18.436682,7.370486,0.702036,0.005814,0.399773,0.09525,0.000789,1,1,2,5,6,8,12,17,22,27,29,31,37,40,47,98.86204,95.86879,153.685024,70370,109393,53.281821,61.89379,43.943842,51.389485,70.44535,82.381287,37926,44056,50143,58639,71180,114107
"76",79,"T20_P3",289.5020665,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_79.laz","WebModelingApp_plot_79",107297,105188,66121,39067,0,0,0,0,0,0,0,0,2.01,45.689999,22.450666,23.503333,9.00836,81.150545,0.401251,11.75,0.042647,2.7312,7.162389,5.879999,5.853333,22.450666,5.096336,0.002799,0.649796,0.227002,0.000549,0.127503,3.22,6.6835,10.05,15.01,16.559999,17.950001,20.42,22.52,24.66,27.07,28.309999,29.68,34.080002,38.6465,43.101299,0.467964,24.190539,25.617996,1,60,18.296279,1,13.103943,171.713324,0.716208,23,0.367807,1.99712,11.36634,18.296279,7.480914,0.787735,-0.026158,0.408876,0.105299,-0.003497,1,1,2,5,6,8,12,17,22,27,29,31,37,41,47,99.642846,98.034428,158.515929,66121,105188,59.409566,54.686699,49.2586,45.158765,79.648271,73.019078,39423,36289,52853,48454,66358,107297
